doc_title,chunk_id,token_id,pos_tuple,pos,token_str,term_str,pos_group
ASHPUTTEL,0,53,"('buried', 'VBN')",VBN,buried,buried,VB
ASHPUTTEL,0,54,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,0,55,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,56,"('garden', 'NN')",NN,garden,garden,NN
ASHPUTTEL,0,57,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,58,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,59,"('little', 'JJ')",JJ,little,little,JJ
ASHPUTTEL,0,60,"('girl', 'JJ')",JJ,girl,girl,JJ
ASHPUTTEL,0,61,"('went', 'VBD')",VBD,went,went,VB
ASHPUTTEL,0,62,"('every', 'DT')",DT,every,every,DT
ASHPUTTEL,0,63,"('day', 'NN')",NN,day,day,NN
ASHPUTTEL,0,64,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,0,65,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,0,66,"('grave', 'NN')",NN,grave,grave,NN
ASHPUTTEL,0,67,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,68,"('wept', 'NN')",NN,wept,wept,NN
ASHPUTTEL,0,69,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,70,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,0,71,"('always', 'RB')",RB,always,always,RB
ASHPUTTEL,0,72,"('good', 'JJ')",JJ,good,good,JJ
ASHPUTTEL,0,73,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,74,"('kind', 'NN')",NN,kind,kind,NN
ASHPUTTEL,0,75,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,0,76,"('all', 'DT')",DT,all,all,DT
ASHPUTTEL,0,77,"('about', 'IN')",IN,about,about,IN
ASHPUTTEL,0,78,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,0,79,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,80,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,81,"('snow', 'NN')",NN,snow,snow,NN
ASHPUTTEL,0,82,"('fell', 'VBD')",VBD,fell,fell,VB
ASHPUTTEL,0,83,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,84,"('spread', 'VBD')",VBD,spread,spread,VB
ASHPUTTEL,0,85,"('a', 'DT')",DT,a,a,DT
ASHPUTTEL,0,86,"('beautiful', 'JJ')",JJ,beautiful,beautiful,JJ
ASHPUTTEL,0,87,"('white', 'JJ')",JJ,white,white,JJ
ASHPUTTEL,0,88,"('covering', 'NN')",NN,covering,covering,NN
ASHPUTTEL,0,89,"('over', 'IN')",IN,over,over,IN
ASHPUTTEL,0,90,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,91,"('grave', 'NN')",NN,grave,grave,NN
ASHPUTTEL,0,92,"('but', 'CC')",CC,but,but,CC
ASHPUTTEL,0,93,"('by', 'IN')",IN,by,by,IN
ASHPUTTEL,0,94,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,95,"('time', 'NN')",NN,time,time,NN
ASHPUTTEL,0,96,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,97,"('spring', 'NN')",NN,spring,spring,NN
ASHPUTTEL,0,98,"('came', 'VBD')",VBD,came,came,VB
ASHPUTTEL,0,99,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,100,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,101,"('sun', 'NN')",NN,sun,sun,NN
ASHPUTTEL,0,102,"('had', 'VBD')",VBD,had,had,VB
ASHPUTTEL,0,103,"('melted', 'VBN')",VBN,melted,melted,VB
ASHPUTTEL,0,104,"('it', 'PRP')",PRP,it,it,PR
ASHPUTTEL,0,105,"('away', 'RB')",RB,away,away,RB
ASHPUTTEL,0,106,"('again', 'RB')",RB,again,again,RB
ASHPUTTEL,0,107,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,0,108,"('father', 'NN')",NN,father,father,NN
ASHPUTTEL,0,109,"('had', 'VBD')",VBD,had,had,VB
ASHPUTTEL,0,110,"('married', 'VBN')",VBN,married,married,VB
ASHPUTTEL,0,111,"('another', 'DT')",DT,another,another,DT
ASHPUTTEL,0,112,"('wife', 'NN')",NN,wife,wife,NN
ASHPUTTEL,0,113,"('this', 'DT')",DT,this,this,DT
ASHPUTTEL,0,114,"('new', 'JJ')",JJ,new,new,JJ
ASHPUTTEL,0,115,"('wife', 'NN')",NN,wife,wife,NN
ASHPUTTEL,0,116,"('had', 'VBD')",VBD,had,had,VB
ASHPUTTEL,0,117,"('two', 'CD')",CD,two,two,CD
ASHPUTTEL,0,118,"('daughters', 'NNS')",NNS,daughters,daughters,NN
ASHPUTTEL,0,119,"('of', 'IN')",IN,of,of,IN
ASHPUTTEL,0,120,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,0,121,"('own', 'JJ')",JJ,own,own,JJ
ASHPUTTEL,0,122,"('that', 'IN')",IN,that,that,IN
ASHPUTTEL,0,123,"('she', 'PRP')",PRP,she,she,PR
ASHPUTTEL,0,124,"('brought', 'VBD')",VBD,brought,brought,VB
ASHPUTTEL,0,125,"('home', 'NN')",NN,home,home,NN
ASHPUTTEL,0,126,"('with', 'IN')",IN,with,with,IN
ASHPUTTEL,0,127,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,0,128,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,0,129,"('were', 'VBD')",VBD,were,were,VB
ASHPUTTEL,0,130,"('fair', 'VBN')",VBN,fair,fair,VB
ASHPUTTEL,0,131,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,0,132,"('face', 'NN')",NN,face,face,NN
ASHPUTTEL,0,133,"('but', 'CC')",CC,but,but,CC
ASHPUTTEL,0,134,"('foul', 'NN')",NN,foul,foul,NN
ASHPUTTEL,0,135,"('at', 'IN')",IN,at,at,IN
ASHPUTTEL,0,136,"('heart', 'NN')",NN,heart,heart,NN
ASHPUTTEL,0,137,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,0,138,"('it', 'PRP')",PRP,it,it,PR
ASHPUTTEL,0,139,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,0,140,"('now', 'RB')",RB,now,now,RB
ASHPUTTEL,0,141,"('a', 'DT')",DT,a,a,DT
ASHPUTTEL,0,142,"('sorry', 'NN')",NN,sorry,sorry,NN
ASHPUTTEL,0,143,"('time', 'NN')",NN,time,time,NN
ASHPUTTEL,0,144,"('for', 'IN')",IN,for,for,IN
ASHPUTTEL,0,145,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,0,146,"('poor', 'JJ')",JJ,poor,poor,JJ
ASHPUTTEL,0,147,"('little', 'JJ')",JJ,little,little,JJ
ASHPUTTEL,0,148,"('girl', 'NN')",NN,girl,girl,NN
ASHPUTTEL,0,149,"('what', 'WP')",WP,what,what,WP
ASHPUTTEL,1,0,"('fair', 'NN')",NN,fair,fair,NN
ASHPUTTEL,1,1,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,1,2,"('face', 'NN')",NN,face,face,NN
ASHPUTTEL,1,3,"('but', 'CC')",CC,but,but,CC
ASHPUTTEL,1,4,"('foul', 'NN')",NN,foul,foul,NN
ASHPUTTEL,1,5,"('at', 'IN')",IN,at,at,IN
ASHPUTTEL,1,6,"('heart', 'NN')",NN,heart,heart,NN
ASHPUTTEL,1,7,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,8,"('it', 'PRP')",PRP,it,it,PR
ASHPUTTEL,1,9,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,1,10,"('now', 'RB')",RB,now,now,RB
ASHPUTTEL,1,11,"('a', 'DT')",DT,a,a,DT
ASHPUTTEL,1,12,"('sorry', 'NN')",NN,sorry,sorry,NN
ASHPUTTEL,1,13,"('time', 'NN')",NN,time,time,NN
ASHPUTTEL,1,14,"('for', 'IN')",IN,for,for,IN
ASHPUTTEL,1,15,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,16,"('poor', 'JJ')",JJ,poor,poor,JJ
ASHPUTTEL,1,17,"('little', 'JJ')",JJ,little,little,JJ
ASHPUTTEL,1,18,"('girl', 'NN')",NN,girl,girl,NN
ASHPUTTEL,1,19,"('what', 'WP')",WP,what,what,WP
ASHPUTTEL,1,20,"('does', 'VBZ')",VBZ,does,does,VB
ASHPUTTEL,1,21,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,22,"('goodfornothing', 'NN')",NN,goodfornothing,goodfornothing,NN
ASHPUTTEL,1,23,"('want', 'NN')",NN,want,want,NN
ASHPUTTEL,1,24,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,1,25,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,26,"('parlour', 'NN')",NN,parlour,parlour,NN
ASHPUTTEL,1,27,"('said', 'VBD')",VBD,said,said,VB
ASHPUTTEL,1,28,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,1,29,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,1,30,"('who', 'WP')",WP,who,who,WP
ASHPUTTEL,1,31,"('would', 'MD')",MD,would,would,MD
ASHPUTTEL,1,32,"('eat', 'VB')",VB,eat,eat,VB
ASHPUTTEL,1,33,"('bread', 'NN')",NN,bread,bread,NN
ASHPUTTEL,1,34,"('should', 'MD')",MD,should,should,MD
ASHPUTTEL,1,35,"('first', 'RB')",RB,first,first,RB
ASHPUTTEL,1,36,"('earn', 'VB')",VB,earn,earn,VB
ASHPUTTEL,1,37,"('it', 'PRP')",PRP,it,it,PR
ASHPUTTEL,1,38,"('away', 'RB')",RB,away,away,RB
ASHPUTTEL,1,39,"('with', 'IN')",IN,with,with,IN
ASHPUTTEL,1,40,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,41,"('kitchenmaid', 'NN')",NN,kitchenmaid,kitchenmaid,NN
ASHPUTTEL,1,42,"('then', 'RB')",RB,then,then,RB
ASHPUTTEL,1,43,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,1,44,"('took', 'VBD')",VBD,took,took,VB
ASHPUTTEL,1,45,"('away', 'RP')",RP,away,away,RP
ASHPUTTEL,1,46,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,1,47,"('fine', 'JJ')",JJ,fine,fine,JJ
ASHPUTTEL,1,48,"('clothes', 'NNS')",NNS,clothes,clothes,NN
ASHPUTTEL,1,49,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,50,"('gave', 'VBD')",VBD,gave,gave,VB
ASHPUTTEL,1,51,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,1,52,"('an', 'DT')",DT,an,an,DT
ASHPUTTEL,1,53,"('old', 'JJ')",JJ,old,old,JJ
ASHPUTTEL,1,54,"('grey', 'NN')",NN,grey,grey,NN
ASHPUTTEL,1,55,"('frock', 'NN')",NN,frock,frock,NN
ASHPUTTEL,1,56,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,57,"('put', 'VB')",VB,put,put,VB
ASHPUTTEL,1,58,"('on', 'IN')",IN,on,on,IN
ASHPUTTEL,1,59,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,60,"('laughed', 'VBD')",VBD,laughed,laughed,VB
ASHPUTTEL,1,61,"('at', 'IN')",IN,at,at,IN
ASHPUTTEL,1,62,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,1,63,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,64,"('turned', 'VBD')",VBD,turned,turned,VB
ASHPUTTEL,1,65,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,1,66,"('into', 'IN')",IN,into,into,IN
ASHPUTTEL,1,67,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,68,"('kitchen', 'NN')",NN,kitchen,kitchen,NN
ASHPUTTEL,1,69,"('there', 'EX')",EX,there,there,EX
ASHPUTTEL,1,70,"('she', 'PRP')",PRP,she,she,PR
ASHPUTTEL,1,71,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,1,72,"('forced', 'VBN')",VBN,forced,forced,VB
ASHPUTTEL,1,73,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,74,"('do', 'VB')",VB,do,do,VB
ASHPUTTEL,1,75,"('hard', 'JJ')",JJ,hard,hard,JJ
ASHPUTTEL,1,76,"('work', 'NN')",NN,work,work,NN
ASHPUTTEL,1,77,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,78,"('rise', 'VB')",VB,rise,rise,VB
ASHPUTTEL,1,79,"('early', 'JJ')",JJ,early,early,JJ
ASHPUTTEL,1,80,"('before', 'RB')",RB,before,before,RB
ASHPUTTEL,1,81,"('daylight', 'NN')",NN,daylight,daylight,NN
ASHPUTTEL,1,82,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,83,"('bring', 'VB')",VB,bring,bring,VB
ASHPUTTEL,1,84,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,85,"('water', 'NN')",NN,water,water,NN
ASHPUTTEL,1,86,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,87,"('make', 'VB')",VB,make,make,VB
ASHPUTTEL,1,88,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,89,"('fire', 'NN')",NN,fire,fire,NN
ASHPUTTEL,1,90,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,91,"('cook', 'VB')",VB,cook,cook,VB
ASHPUTTEL,1,92,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,93,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,94,"('wash', 'VB')",VB,wash,wash,VB
ASHPUTTEL,1,95,"('besides', 'IN')",IN,besides,besides,IN
ASHPUTTEL,1,96,"('that', 'IN')",IN,that,that,IN
ASHPUTTEL,1,97,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,98,"('sisters', 'NNS')",NNS,sisters,sisters,NN
ASHPUTTEL,1,99,"('plagued', 'VBD')",VBD,plagued,plagued,VB
ASHPUTTEL,1,100,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,1,101,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,1,102,"('all', 'DT')",DT,all,all,DT
ASHPUTTEL,1,103,"('sorts', 'NNS')",NNS,sorts,sorts,NN
ASHPUTTEL,1,104,"('of', 'IN')",IN,of,of,IN
ASHPUTTEL,1,105,"('ways', 'NNS')",NNS,ways,ways,NN
ASHPUTTEL,1,106,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,107,"('laughed', 'VBD')",VBD,laughed,laughed,VB
ASHPUTTEL,1,108,"('at', 'IN')",IN,at,at,IN
ASHPUTTEL,1,109,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,1,110,"('in', 'IN')",IN,in,in,IN
ASHPUTTEL,1,111,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,112,"('evening', 'NN')",NN,evening,evening,NN
ASHPUTTEL,1,113,"('when', 'WRB')",WRB,when,when,WR
ASHPUTTEL,1,114,"('she', 'PRP')",PRP,she,she,PR
ASHPUTTEL,1,115,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,1,116,"('tired', 'VBN')",VBN,tired,tired,VB
ASHPUTTEL,1,117,"('she', 'PRP')",PRP,she,she,PR
ASHPUTTEL,1,118,"('had', 'VBD')",VBD,had,had,VB
ASHPUTTEL,1,119,"('no', 'DT')",DT,no,no,DT
ASHPUTTEL,1,120,"('bed', 'NN')",NN,bed,bed,NN
ASHPUTTEL,1,121,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,122,"('lie', 'VB')",VB,lie,lie,VB
ASHPUTTEL,1,123,"('down', 'RP')",RP,down,down,RP
ASHPUTTEL,1,124,"('on', 'IN')",IN,on,on,IN
ASHPUTTEL,1,125,"('but', 'CC')",CC,but,but,CC
ASHPUTTEL,1,126,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,1,127,"('made', 'VBN')",VBN,made,made,VB
ASHPUTTEL,1,128,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,1,129,"('lie', 'VB')",VB,lie,lie,VB
ASHPUTTEL,1,130,"('by', 'IN')",IN,by,by,IN
ASHPUTTEL,1,131,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,132,"('hearth', 'NN')",NN,hearth,hearth,NN
ASHPUTTEL,1,133,"('among', 'IN')",IN,among,among,IN
ASHPUTTEL,1,134,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,1,135,"('ashes', 'NNS')",NNS,ashes,ashes,NN
ASHPUTTEL,1,136,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,137,"('as', 'IN')",IN,as,as,IN
ASHPUTTEL,1,138,"('this', 'DT')",DT,this,this,DT
ASHPUTTEL,1,139,"('of', 'IN')",IN,of,of,IN
ASHPUTTEL,1,140,"('course', 'NN')",NN,course,course,NN
ASHPUTTEL,1,141,"('made', 'VBD')",VBD,made,made,VB
ASHPUTTEL,1,142,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,1,143,"('always', 'RB')",RB,always,always,RB
ASHPUTTEL,1,144,"('dusty', 'JJ')",JJ,dusty,dusty,JJ
ASHPUTTEL,1,145,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,1,146,"('dirty', 'NN')",NN,dirty,dirty,NN
ASHPUTTEL,1,147,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,1,148,"('called', 'VBD')",VBD,called,called,VB
ASHPUTTEL,1,149,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,2,0,"('by', 'IN')",IN,by,by,IN
ASHPUTTEL,2,1,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,2,"('hearth', 'NN')",NN,hearth,hearth,NN
ASHPUTTEL,2,3,"('among', 'IN')",IN,among,among,IN
ASHPUTTEL,2,4,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,5,"('ashes', 'NNS')",NNS,ashes,ashes,NN
ASHPUTTEL,2,6,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,2,7,"('as', 'IN')",IN,as,as,IN
ASHPUTTEL,2,8,"('this', 'DT')",DT,this,this,DT
ASHPUTTEL,2,9,"('of', 'IN')",IN,of,of,IN
ASHPUTTEL,2,10,"('course', 'NN')",NN,course,course,NN
ASHPUTTEL,2,11,"('made', 'VBD')",VBD,made,made,VB
ASHPUTTEL,2,12,"('her', 'PRP$')",PRP$,her,her,PR
ASHPUTTEL,2,13,"('always', 'RB')",RB,always,always,RB
ASHPUTTEL,2,14,"('dusty', 'JJ')",JJ,dusty,dusty,JJ
ASHPUTTEL,2,15,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,2,16,"('dirty', 'NN')",NN,dirty,dirty,NN
ASHPUTTEL,2,17,"('they', 'PRP')",PRP,they,they,PR
ASHPUTTEL,2,18,"('called', 'VBD')",VBD,called,called,VB
ASHPUTTEL,2,19,"('her', 'PRP')",PRP,her,her,PR
ASHPUTTEL,2,20,"('ashputtel', 'NN')",NN,ashputtel,ashputtel,NN
ASHPUTTEL,2,21,"('it', 'PRP')",PRP,it,it,PR
ASHPUTTEL,2,22,"('happened', 'VBD')",VBD,happened,happened,VB
ASHPUTTEL,2,23,"('once', 'RB')",RB,once,once,RB
ASHPUTTEL,2,24,"('that', 'IN')",IN,that,that,IN
ASHPUTTEL,2,25,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,26,"('father', 'NN')",NN,father,father,NN
ASHPUTTEL,2,27,"('was', 'VBD')",VBD,was,was,VB
ASHPUTTEL,2,28,"('going', 'VBG')",VBG,going,going,VB
ASHPUTTEL,2,29,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,2,30,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,31,"('fair', 'JJ')",JJ,fair,fair,JJ
ASHPUTTEL,2,32,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,2,33,"('asked', 'VBD')",VBD,asked,asked,VB
ASHPUTTEL,2,34,"('his', 'PRP$')",PRP$,his,his,PR
ASHPUTTEL,2,35,"('wife', 'NN')",NN,wife,wife,NN
ASHPUTTEL,2,36,"('s', 'NN')",NN,s,s,NN
ASHPUTTEL,2,37,"('daughters', 'NNS')",NNS,daughters,daughters,NN
ASHPUTTEL,2,38,"('what', 'WP')",WP,what,what,WP
ASHPUTTEL,2,39,"('he', 'PRP')",PRP,he,he,PR
ASHPUTTEL,2,40,"('should', 'MD')",MD,should,should,MD
ASHPUTTEL,2,41,"('bring', 'VB')",VB,bring,bring,VB
ASHPUTTEL,2,42,"('them', 'PRP')",PRP,them,them,PR
ASHPUTTEL,2,43,"('fine', 'JJ')",JJ,fine,fine,JJ
ASHPUTTEL,2,44,"('clothes', 'NNS')",NNS,clothes,clothes,NN
ASHPUTTEL,2,45,"('said', 'VBD')",VBD,said,said,VB
ASHPUTTEL,2,46,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,47,"('first', 'JJ')",JJ,first,first,JJ
ASHPUTTEL,2,48,"('pearls', 'NN')",NN,pearls,pearls,NN
ASHPUTTEL,2,49,"('and', 'CC')",CC,and,and,CC
ASHPUTTEL,2,50,"('diamonds', 'NNS')",NNS,diamonds,diamonds,NN
ASHPUTTEL,2,51,"('cried', 'VBD')",VBD,cried,cried,VB
ASHPUTTEL,2,52,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,53,"('second', 'JJ')",JJ,second,second,JJ
ASHPUTTEL,2,54,"('now', 'RB')",RB,now,now,RB
ASHPUTTEL,2,55,"('child', 'NN')",NN,child,child,NN
ASHPUTTEL,2,56,"('said', 'VBD')",VBD,said,said,VB
ASHPUTTEL,2,57,"('he', 'PRP')",PRP,he,he,PR
ASHPUTTEL,2,58,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,2,59,"('his', 'PRP$')",PRP$,his,his,PR
ASHPUTTEL,2,60,"('own', 'JJ')",JJ,own,own,JJ
ASHPUTTEL,2,61,"('daughter', 'NN')",NN,daughter,daughter,NN
ASHPUTTEL,2,62,"('what', 'WP')",WP,what,what,WP
ASHPUTTEL,2,63,"('will', 'MD')",MD,will,will,MD
ASHPUTTEL,2,64,"('you', 'PRP')",PRP,you,you,PR
ASHPUTTEL,2,65,"('have', 'VB')",VB,have,have,VB
ASHPUTTEL,2,66,"('the', 'DT')",DT,the,the,DT
ASHPUTTEL,2,67,"('first', 'JJ')",JJ,first,first,JJ
ASHPUTTEL,2,68,"('twig', 'NN')",NN,twig,twig,NN
ASHPUTTEL,2,69,"('dear', 'NN')",NN,dear,dear,NN
ASHPUTTEL,2,70,"('father', 'NN')",NN,father,father,NN
ASHPUTTEL,2,71,"('that', 'WDT')",WDT,that,that,WD
ASHPUTTEL,2,72,"('brushes', 'VBZ')",VBZ,brushes,brushes,VB
ASHPUTTEL,2,73,"('against', 'IN')",IN,against,against,IN
ASHPUTTEL,2,74,"('your', 'PRP$')",PRP$,your,your,PR
ASHPUTTEL,2,75,"('hat', 'NN')",NN,hat,hat,NN
ASHPUTTEL,2,76,"('when', 'WRB')",WRB,when,when,WR
ASHPUTTEL,2,77,"('you', 'PRP')",PRP,you,you,PR
ASHPUTTEL,2,78,"('turn', 'VBP')",VBP,turn,turn,VB
ASHPUTTEL,2,79,"('your', 'PRP$')",PRP$,your,your,PR
ASHPUTTEL,2,80,"('face', 'NN')",NN,face,face,NN
ASHPUTTEL,2,81,"('to', 'TO')",TO,to,to,TO
ASHPUTTEL,2,82,"('come', 'VB')",VB,come,come,VB
ASHPUTTEL,2,83,"('homewards', 'NNS')",NNS,homewards,homewards,NN
ASHPUTTEL,2,84,"('said', 'VBD')",VBD,said,said,VB
